,PC1,PC2,PC3
PT039_P11_C06_S30,2.6555814711296493,-5.608457175008962,9.601016037134931
PT039_P11_C07_S31,0.8598053279399647,-2.5073676959368374,2.7514004351672923
PT039_P11_C09_S33,6.590564021078265,-15.170197845224692,19.007031883459483
PT039_P11_C11_S35,-0.9326985115209987,2.6075752157758445,-2.9227125353887957
PT039_P11_D01_S37,-2.2133967906228156,-0.6201645785497238,-2.4299031560330295
PT039_P11_D04_S40,-1.1902589967261579,-0.255343334866385,-0.7544999560517883
PT039_P11_D07_S43,6.551853222184825,-16.808450101594833,16.924195644200264
PT039_P11_D08_S44,-3.1727159474718105,2.8034989124433873,-5.672988233165356
PT039_P11_D10_S46,-2.5452830096493035,1.3581639017086407,-3.90601775921053
PT039_P11_E01_S49,-3.6473781308869113,2.640158102938158,-7.336802686391882
PT039_P11_E06_S54,-3.6279432062204893,3.7119866764199774,-7.507463486987304
PT039_P11_E09_S57,-2.8963544582382155,3.4978420222077253,-6.9982314418342995
PT039_P11_E11_S59,-1.4180193448159293,0.9577819287062946,-2.9517369494897148
PT039_P11_F06_S66,-2.6521377039945575,3.345687401397445,-5.986902138268453
PT039_P11_F11_S71,0.07971052891054853,-2.2325134170100593,9.979561691479223
PT039_P11_F12_S72,-1.9208533582504443,3.2476695634400228,-2.3196967931911976
PT039_P11_G03_S75,-1.4740944424816678,4.025327521253408,-2.521060006671254
PT039_P11_G04_S76,-5.00745514342155,2.4805815822968666,-10.513858479389658
PT039_P11_G08_S80,-4.710474517795112,5.836829924536342,-10.717748212491063
PT039_P11_G09_S81,-4.776032780887843,4.015090996001699,-12.26250202543292
PT039_P11_G10_S82,8.729809493435578,-17.044232496148034,20.667791345995774
PT039_P11_G12_S84,0.32508802797964326,-1.2427690135423015,1.6593619479770143
PT039_P11_H02_S86,-2.178315467919497,3.134024102399438,-5.643951988057341
PT039_P11_H03_S87,-2.917916700804568,2.8265742968002563,-1.6268521737889368
PT039_P11_H06_S90,-0.07777009938613241,1.676606461123094,0.17610511576772936
PT039_P11_H10_S94,-4.801938264038063,4.880004628972809,-8.19770061816839
PT039_P1_A03,-3.722115407485576,3.0031730178994973,-7.626349804942449
PT039_P1_A04,-2.3954849120314723,1.3083865844266274,-1.0727743233454239
PT039_P1_A08,-3.753755899102542,1.8623454061476612,-5.931106893762885
PT039_P1_B02,0.019116717628512025,0.1624950002588862,1.9286426635739435
PT039_P1_B04,1.2284535265738872,-6.966528763819626,3.037101718538831
PT039_P1_B05,-1.1192462906304208,0.7263025118966877,-1.0192882534166399
PT039_P1_B06,-3.3152954196926383,0.2794220808797122,-3.237471253608543
PT039_P1_B09,0.04934677975761109,-1.942375833190904,3.600161550847908
